goodwar01,77,200,1994-08-17,2013-10-30,29,150,1160160
hawessp01,85,245,1988-04-28,2007-11-10,10,630,5543725
johnsty01,76,186,1992-05-07,2015-01-14,61,68,845059
witheje01,84,231,1990-03-07,2013-11-01,39,146,947276
amundlo01,81,220,1982-12-07,2007-02-24,61,428,1650000
chrisra01,81,250,1991-12-01,2016-04-13,36,1,1000000
barbole01,75,194,1982-11-28,2003-11-12,28,783,2500000
willilo02,73,175,1986-10-27,2005-11-02,45,701,7000000
hendege02,77,215,1987-12-09,2009-10-28,12,463,6000000
mejrisa01,85,245,1986-06-15,2015-10-28,61,34,525093
caldwke01,77,205,1993-02-18,2013-10-30,8,238,2891760
bjeline01,82,240,1988-05-09,2015-10-28,35,60,4000000
harrijo01,78,219,1991-09-07,2014-10-31,33,56,845059
greenja01,81,227,1990-06-21,2015-01-18,61,102,845059
lopezbr01,84,275,1988-04-01,2008-10-29,10,487,20000000
scolalu01,81,240,1980-04-30,2007-10-30,55,707,3000000
goodedr01,82,250,1981-09-24,2002-10-30,4,790,3300000
sessira01,75,190,1986-04-11,2008-03-09,56,613,2170465
plumlma01,83,245,1990-03-05,2013-11-03,22,234,1415520
greendr01,79,230,1990-03-04,2012-10-31,35,321,14300000
anderry01,82,240,1988-05-06,2008-10-29,21,484,8500000
aldrico01,83,250,1988-10-31,2010-10-31,11,256,1100600
allento01,76,213,1982-01-11,2004-11-03,25,727,5168539
stoudam01,82,245,1982-11-16,2002-10-30,9,846,1499187
holliro01,79,220,1995-01-03,2015-10-28,23,29,1335480
stuckro01,77,210,1986-04-21,2007-12-21,15,612,6500000
schrode01,73,172,1993-09-15,2013-10-30,17,206,1763400
gortama01,83,240,1984-02-17,2008-03-01,57,595,11217391
inglida01,80,246,1995-05-20,2015-10-28,31,20,855000
bennean01,80,245,1993-03-14,2013-10-30,1,128,947276
jordade01,83,265,1988-07-21,2008-11-01,35,592,19500000
koufoko01,84,265,1989-02-24,2008-11-01,23,502,7500000
grantje01,80,210,1994-03-12,2014-11-29,39,142,845059
copelch01,81,239,1984-03-17,2012-11-02,61,171,1100000
thomala01,80,235,1988-04-24,2011-12-28,61,227,1650000
ennisty01,75,194,1994-08-24,2014-10-29,18,79,1662360
muscami01,83,240,1991-07-01,2014-03-02,44,120,947276
caldejo01,75,200,1981-09-28,2005-11-02,61,748,7402812
thompho01,80,206,1991-04-03,2013-11-01,61,225,947276
templga01,78,195,1986-05-08,2010-02-09,61,309,1100602
